age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,total_monthly_spend
32,68915,5.4,13,2.4,4,1,3,13,78818,96001,8,8,1,7,7,7,9,4,7,3,6,Female,Tier 2,Store,174819
60,124543,7.1,13,3.8,5,2,20,2,21340,60841,6,9,5,7,10,2,1,6,2,3,3,Other,Tier 2,Store,82181
46,156691,5.4,13,0.6,6,1,48,8,92800,93812,1,1,7,10,7,10,9,3,10,1,7,Female,Tier 3,Store,186612
53,218462,6.8,8,2.6,1,1,43,19,72635,130427,5,3,6,5,2,1,8,2,9,3,7,Female,Tier 2,Store,203062
30,123500,8.7,3,1.4,9,3,0,0,81535,118800,1,5,2,6,4,1,6,1,3,3,1,Other,Tier 3,Store,200335
49,205346,3.6,14,1.6,3,4,18,4,59280,62788,3,7,7,2,8,3,6,6,5,8,1,Female,Tier 3,Store,122068
24,219245,8.4,3,3.1,2,5,43,5,74441,127310,1,1,5,4,5,9,6,6,6,8,1,Male,Tier 1,Store,201751
76,167297,2.6,7,1.5,7,5,25,19,116497,149024,2,0,4,7,9,1,3,1,9,4,2,Male,Tier 1,Store,265521
68,126266,7.2,10,0.5,4,2,11,13,6513,147067,10,2,3,6,7,1,9,7,6,4,9,Female,Tier 2,Store,153580
39,41739,8.8,6,5.4,4,3,16,9,148567,17768,1,0,4,7,5,9,4,5,9,4,4,Other,Tier 2,Hybrid,166335
45,193780,5.0,7,1.7,10,8,36,7,81143,72313,7,9,1,9,8,8,3,3,3,4,7,Male,Tier 3,Store,153456
19,143041,7.3,6,1.4,9,2,27,14,107435,21414,7,0,3,9,8,9,3,7,6,7,4,Female,Tier 1,Store,128849
59,68019,5.0,14,4.1,7,4,35,0,76716,101646,4,4,1,2,2,7,5,4,2,8,10,Male,Tier 3,Store,178362
62,222226,7.2,9,1.7,9,7,28,15,58708,120987,2,9,2,3,7,2,9,1,1,2,2,Other,Tier 2,Store,179695
79,248169,1.5,2,0.8,1,9,4,19,127600,97844,4,8,2,3,6,3,3,10,1,2,10,Female,Tier 1,Store,225444
74,22373,6.3,8,1.3,3,3,37,6,22706,139268,4,6,5,3,3,5,8,5,10,7,1,Other,Tier 2,Store,161974
70,181353,6.8,11,1.9,10,3,2,0,36095,50286,9,4,1,8,2,4,10,3,7,5,8,Other,Tier 3,Store,86381
23,35187,8.7,6,1.1,10,7,14,4,13955,58226,9,3,7,2,10,9,4,9,10,4,7,Other,Tier 3,Store,72181
45,82863,7.9,14,1.4,6,8,2,9,27183,83886,5,4,3,10,2,3,2,4,7,2,3,Male,Tier 2,Store,111069
45,112927,5.7,4,1.9,1,4,12,4,40662,92543,7,4,6,9,2,6,5,5,1,9,4,Female,Tier 2,Store,133205
61,99085,6.5,6,3.8,5,1,4,7,113980,75515,7,4,3,3,8,8,8,1,7,8,5,Female,Tier 2,Store,189495
61,132996,3.1,6,5.2,4,5,20,5,105078,35686,3,1,3,3,9,5,9,2,9,6,7,Male,Tier 1,Store,140764
37,54220,9.3,12,3.9,4,4,40,9,5799,132034,9,6,7,2,10,7,9,7,5,2,8,Male,Tier 3,Store,137833
47,145503,7.4,10,2.2,7,8,22,13,25603,3961,3,7,2,9,10,6,10,5,3,6,4,Female,Tier 3,Online,29564
79,22642,2.3,3,0.7,5,7,46,7,38875,61678,7,4,4,5,7,6,2,4,6,10,4,Female,Tier 3,Store,100553
28,94971,6.5,8,3.4,7,2,21,5,74950,41811,7,1,7,8,3,9,1,8,2,5,2,Other,Tier 2,Store,116761
75,70556,6.6,5,1.2,1,6,33,8,92094,143843,9,7,2,3,8,3,2,2,3,10,1,Male,Tier 3,Store,235937
72,179832,4.5,11,2.0,9,4,40,14,129753,118814,7,6,7,7,3,1,8,2,6,1,8,Male,Tier 3,Store,248567
45,53192,6.2,10,4.6,8,7,25,15,108193,19054,5,3,6,5,7,6,6,1,10,6,4,Male,Tier 3,Online,127247
42,150453,4.3,11,4.7,7,9,46,0,22442,46972,10,7,3,6,6,4,8,7,9,4,2,Male,Tier 3,Store,69414
56,242655,3.2,4,2.7,10,7,30,13,119240,140317,2,6,5,2,4,3,6,7,4,7,7,Male,Tier 1,Store,259557
79,165630,4.8,14,4.1,2,2,34,19,93771,10528,10,9,3,3,1,4,9,9,6,10,4,Other,Tier 1,Store,104299
50,45782,6.3,14,4.0,6,8,6,17,125421,82970,1,6,3,5,10,5,7,10,2,2,3,Other,Tier 1,Store,208391
18,19782,7.9,13,3.4,4,6,39,6,114153,12853,6,4,4,9,8,4,9,4,3,5,1,Female,Tier 2,Online,127006
74,237489,6.1,2,2.1,3,9,44,11,36109,53701,9,6,5,5,7,10,1,8,4,7,8,Other,Tier 3,Store,89810
44,200784,7.9,14,1.8,8,7,31,9,113942,54960,3,5,7,7,4,3,8,2,7,7,3,Other,Tier 3,Store,168902
79,241017,7.3,10,2.6,4,5,21,14,962,44697,1,7,5,5,1,2,8,7,1,2,5,Other,Tier 2,Store,45659
74,165534,3.9,1,0.8,3,8,46,6,112514,147326,1,0,4,2,1,1,6,6,6,2,4,Other,Tier 2,Store,259840
69,75030,7.3,13,1.9,5,7,5,4,60302,21238,9,8,1,3,8,4,4,9,10,10,3,Male,Tier 3,Store,81540
30,214591,7.3,7,3.3,9,1,20,10,116539,35964,9,9,4,7,7,7,9,2,6,8,9,Female,Tier 3,Store,152503
58,71411,9.5,10,1.7,10,5,44,2,44776,49248,6,6,3,6,1,2,5,6,3,2,3,Female,Tier 3,Store,94024
20,201278,6.8,11,4.5,3,7,38,3,147586,50206,3,3,2,5,4,10,8,6,7,6,6,Female,Tier 2,Store,197792
56,112469,3.5,3,2.8,9,10,48,10,4027,57290,9,1,3,5,9,6,6,10,6,8,2,Female,Tier 1,Store,61317
23,61950,4.9,3,3.5,4,7,46,14,104183,52320,5,6,5,10,9,6,10,8,6,2,2,Other,Tier 3,Store,156503
25,148595,2.3,3,2.2,10,3,36,14,982,48606,8,7,4,10,1,8,7,7,3,2,3,Other,Tier 3,Store,49588
44,206998,7.0,10,3.3,4,5,26,16,12164,18010,4,5,5,3,2,9,6,4,10,9,8,Male,Tier 1,Hybrid,30174
26,155749,9.3,12,1.0,2,8,9,10,145935,8481,1,4,5,4,3,3,3,6,2,3,9,Female,Tier 2,Online,154416
79,221900,1.2,13,3.1,8,9,21,5,145849,28906,2,2,3,2,5,10,10,6,7,5,3,Other,Tier 1,Store,174755
54,161161,9.4,3,3.2,4,9,43,6,69625,5469,8,0,5,5,8,3,9,4,8,4,10,Female,Tier 2,Online,75094
50,150653,7.0,2,4.2,3,10,17,10,129396,31393,4,2,1,9,1,6,8,9,5,5,7,Other,Tier 2,Store,160789
68,157979,3.8,6,0.0,3,5,3,4,27190,16374,1,3,3,2,2,7,8,1,1,1,2,Male,Tier 2,Hybrid,43564
59,151681,6.5,14,1.6,1,2,44,0,146882,145372,5,7,6,5,9,7,8,8,9,1,3,Male,Tier 3,Store,292254
61,197225,3.9,10,0.2,8,8,34,0,79943,102991,4,7,7,1,10,3,7,4,5,3,4,Other,Tier 3,Store,182934
41,65539,6.9,3,1.4,5,7,37,12,140861,123191,10,8,7,4,10,8,6,2,5,3,1,Female,Tier 1,Store,264052
32,190215,6.1,1,2.4,5,4,37,1,32321,78610,5,1,2,5,2,3,5,9,1,5,1,Male,Tier 1,Store,110931
76,37936,6.7,10,3.3,4,5,35,17,80386,3081,3,0,3,7,5,9,2,4,5,7,10,Male,Tier 1,Online,83467
71,65182,4.2,13,5.4,5,10,3,5,120141,54844,4,3,5,2,6,2,4,5,2,10,3,Male,Tier 2,Store,174985
49,126259,4.5,13,4.3,5,10,44,13,48125,14994,8,6,2,6,6,7,1,9,4,1,2,Male,Tier 1,Online,63119
49,245596,7.0,9,1.9,9,2,9,10,82395,100995,6,2,3,4,2,2,4,5,7,8,1,Female,Tier 2,Store,183390
41,110042,5.0,6,3.4,6,9,31,4,146200,130326,5,8,5,9,4,2,10,1,8,9,6,Female,Tier 3,Store,276526
58,28163,6.3,6,4.1,9,6,9,18,91020,115937,10,4,1,6,9,5,2,6,5,8,10,Female,Tier 2,Store,206957
69,205830,6.9,10,2.4,8,9,42,12,52433,4713,4,1,5,7,1,4,8,3,7,2,1,Other,Tier 1,Online,57146
66,192129,5.6,9,2.4,3,8,44,11,139176,10407,10,2,1,5,8,9,5,10,7,5,3,Female,Tier 2,Online,149583
79,158609,8.3,2,2.2,2,1,9,8,35473,44498,2,5,6,7,8,2,5,5,7,4,9,Female,Tier 1,Store,79971
66,37419,5.6,10,3.1,6,9,10,3,70062,137856,1,6,4,8,7,7,1,10,6,1,8,Male,Tier 3,Store,207918
75,188650,5.6,9,3.0,2,9,49,5,20914,44239,4,9,5,2,4,2,1,6,7,3,6,Other,Tier 3,Store,65153
69,221063,4.7,14,2.7,3,4,38,3,65878,123248,2,8,5,8,9,4,4,5,6,4,1,Male,Tier 2,Store,189126
29,136211,8.1,12,4.8,3,1,8,0,15810,148452,9,4,6,2,9,6,3,1,9,9,4,Other,Tier 1,Store,164262
79,137762,4.6,3,3.8,1,4,12,16,49874,96666,2,4,1,8,8,10,2,7,1,5,6,Other,Tier 3,Store,146540
56,220671,8.5,3,0.4,5,6,41,16,13679,98350,2,5,1,10,6,9,5,4,10,5,4,Female,Tier 2,Store,112029
19,15834,6.3,3,0.2,8,4,17,9,63462,38298,6,4,3,2,3,7,5,6,2,1,10,Other,Tier 1,Store,101760
20,47214,11.4,1,3.0,9,9,46,17,89221,113210,6,8,1,4,2,5,1,1,3,10,6,Female,Tier 1,Store,202431
66,239006,4.7,10,2.4,7,4,36,13,77681,23533,4,8,2,7,7,8,4,8,6,8,10,Other,Tier 3,Store,101214
54,246100,8.6,7,0.2,5,10,46,2,129338,101580,3,4,7,9,6,9,10,9,5,10,4,Female,Tier 3,Store,230918
66,17413,7.0,10,0.0,8,8,10,16,39862,92724,4,0,7,7,5,4,5,10,6,10,9,Male,Tier 3,Store,132586
73,24505,5.0,13,2.2,9,2,27,3,13900,29601,5,6,5,8,8,3,6,8,4,10,8,Other,Tier 3,Store,43501
34,117802,7.0,7,2.8,9,7,5,1,59074,14142,8,8,7,3,7,1,6,10,5,10,6,Other,Tier 1,Hybrid,73216
76,148177,6.9,2,2.9,9,8,32,14,3399,91077,2,3,2,2,4,6,9,9,5,7,3,Other,Tier 2,Store,94476
66,214176,5.3,6,1.7,2,6,13,5,21065,35375,10,0,4,4,2,8,3,3,6,10,9,Other,Tier 3,Store,56440
19,143303,6.9,4,1.8,3,10,46,8,60310,115971,6,0,4,5,8,1,5,9,1,8,3,Male,Tier 2,Store,176281
19,129897,8.3,11,1.8,2,6,28,6,146190,86369,7,7,2,2,5,6,5,2,2,8,10,Male,Tier 1,Store,232559
45,73408,7.0,7,3.1,5,8,38,9,71423,14801,3,2,4,6,6,4,2,3,3,4,2,Female,Tier 2,Online,86224
71,183751,5.2,14,0.5,3,3,14,1,107367,119082,5,1,6,2,4,8,2,2,3,10,6,Male,Tier 3,Store,226449
40,131908,5.0,14,2.5,9,2,47,19,16335,19980,2,5,7,7,2,10,3,10,9,8,9,Female,Tier 1,Store,36315
54,245168,5.8,7,3.8,2,9,4,13,65723,107023,3,1,5,7,4,9,1,2,10,6,5,Other,Tier 2,Store,172746
49,94731,8.2,4,2.0,5,8,21,5,32361,149899,2,3,5,5,6,8,7,1,9,1,9,Male,Tier 2,Store,182260
50,80131,4.5,3,2.7,5,10,30,4,55491,68360,10,9,6,8,9,3,7,10,6,1,7,Female,Tier 1,Store,123851
18,79280,6.8,7,3.0,5,5,18,4,10323,131300,1,0,3,2,2,5,6,3,1,1,6,Male,Tier 3,Store,141623
36,30762,2.9,9,1.6,1,5,17,19,23313,89574,8,7,3,8,6,5,8,4,8,5,1,Male,Tier 3,Store,112887
79,132798,7.2,4,2.4,10,6,5,11,132227,129406,3,7,1,9,10,1,8,8,5,10,9,Female,Tier 3,Store,261633
19,131854,7.5,6,0.8,7,6,8,7,98450,54824,7,8,1,5,5,10,7,10,6,4,1,Female,Tier 2,Store,153274
70,73703,10.1,7,3.1,2,2,29,6,108593,22508,3,3,4,5,3,3,3,9,10,3,5,Female,Tier 1,Store,131101
61,227506,7.9,10,2.7,2,7,30,15,95427,14670,7,0,3,4,5,4,3,4,1,4,8,Female,Tier 3,Online,110097
43,78079,5.2,3,4.0,9,3,34,17,132171,82563,8,5,1,4,7,1,5,1,6,5,7,Other,Tier 3,Store,214734
49,36577,2.9,5,3.6,1,8,16,15,123410,85734,6,9,3,10,6,7,1,5,10,2,8,Female,Tier 3,Store,209144
23,16214,7.0,12,4.0,9,9,41,18,949,10654,9,3,4,5,2,2,9,2,8,5,3,Other,Tier 2,Online,11603
49,101339,5.3,14,4.1,6,3,15,9,21375,102722,1,0,4,5,10,3,9,3,10,2,10,Female,Tier 1,Store,124097
72,63114,6.7,1,1.6,5,6,32,8,39527,130397,1,4,6,5,6,8,3,3,4,10,6,Other,Tier 2,Store,169924
21,235306,4.6,6,3.1,5,8,3,5,135270,133405,2,9,4,4,2,6,1,8,3,6,6,Female,Tier 2,Store,268675
72,78230,5.7,5,3.4,5,6,30,17,129153,94025,4,3,6,4,1,1,6,1,8,5,4,Male,Tier 2,Store,223178
28,179052,2.6,7,1.7,6,10,32,2,60181,125388,6,0,3,7,3,1,2,10,9,2,5,Other,Tier 1,Store,185569
73,82194,3.9,9,4.1,7,3,49,13,19169,1718,9,6,7,4,9,10,9,1,2,9,4,Female,Tier 3,Online,20887
76,223878,3.6,11,2.4,9,4,35,4,83250,96785,5,9,1,5,10,2,5,7,2,9,6,Other,Tier 1,Store,180035
34,127333,7.7,4,3.3,2,9,10,13,123457,36384,9,1,4,8,9,10,3,4,4,2,2,Other,Tier 1,Store,159841
55,52792,4.3,9,3.9,4,1,3,17,44869,67174,5,5,1,6,3,6,6,7,5,3,7,Other,Tier 3,Store,112043
41,60807,8.8,13,3.1,5,4,35,2,12822,73122,2,1,7,1,1,8,10,6,9,8,4,Other,Tier 1,Store,85944
22,140266,4.4,6,4.9,6,10,4,6,86578,138436,9,4,7,4,6,1,4,8,1,1,4,Female,Tier 1,Store,225014
69,168373,10.2,5,5.6,7,1,20,1,98628,149972,9,1,6,8,10,5,7,2,10,6,9,Other,Tier 1,Store,248600
51,151213,2.1,2,2.5,3,8,12,5,15523,38080,7,8,6,6,6,4,3,2,5,9,6,Other,Tier 1,Store,53603
23,119292,6.8,1,3.7,3,7,3,9,50378,92411,4,0,6,7,8,5,3,2,5,2,8,Female,Tier 3,Store,142789
39,137984,6.1,8,5.6,9,7,41,18,131273,88620,5,1,3,4,6,2,4,1,1,6,8,Female,Tier 3,Store,219893
28,28777,3.6,12,1.7,9,2,49,12,53668,5517,1,7,2,3,7,1,6,4,4,10,4,Female,Tier 2,Online,59185
65,53346,4.9,12,0.0,2,10,34,10,55052,119353,6,8,1,4,5,3,8,8,10,1,2,Female,Tier 1,Store,174405
33,69703,5.5,6,3.8,4,6,25,8,113363,42559,9,0,2,3,1,8,5,10,1,9,4,Male,Tier 3,Store,155922
50,109977,6.5,14,2.0,4,8,25,16,117458,90960,10,9,2,1,8,10,1,4,1,9,2,Other,Tier 3,Store,208418
26,62819,4.1,7,0.9,5,8,18,10,124952,42119,6,2,4,2,3,6,5,2,10,2,8,Female,Tier 3,Store,167071
77,174541,6.9,6,1.6,2,5,36,12,11746,36512,9,3,1,4,6,3,3,2,1,4,4,Other,Tier 2,Store,48258
76,149917,6.2,10,0.5,4,8,10,2,120594,119656,2,4,1,6,9,6,7,2,3,9,1,Other,Tier 1,Store,240250
23,125186,7.6,13,4.7,3,2,1,9,94088,78459,5,0,4,6,6,6,1,9,9,5,5,Other,Tier 1,Store,172547
33,38290,4.3,14,4.4,6,4,30,0,5882,94203,3,4,7,9,1,10,4,5,8,10,8,Female,Tier 1,Store,100085
46,127551,5.2,7,2.2,4,10,17,4,149129,23999,7,6,3,3,1,1,9,1,2,2,2,Other,Tier 2,Online,173128
20,176771,8.9,9,2.3,1,2,10,11,102903,60035,2,0,6,1,8,7,9,7,9,10,2,Female,Tier 2,Store,162938
37,190324,4.2,14,2.8,3,5,43,6,104910,108530,1,2,1,6,9,8,8,4,1,1,10,Other,Tier 1,Store,213440
77,113682,3.2,5,4.7,8,3,15,11,60390,140382,10,7,2,1,10,3,6,5,8,1,1,Other,Tier 1,Store,200772
76,149365,4.7,1,1.1,3,6,1,6,63264,25816,7,3,7,9,1,4,5,9,7,8,3,Female,Tier 1,Store,89080
53,133017,2.4,1,2.3,7,7,31,11,40403,69246,8,1,5,8,8,7,9,1,4,2,2,Other,Tier 2,Store,109649
36,134496,9.3,9,4.1,2,6,47,3,146006,84201,6,2,5,1,8,10,5,1,6,8,9,Other,Tier 2,Store,230207
43,72089,5.4,5,2.1,5,2,47,16,87228,106015,3,6,2,1,8,7,10,10,10,5,9,Female,Tier 2,Store,193243
20,162680,5.5,14,1.4,7,2,21,15,86607,126075,10,6,2,8,1,6,9,1,2,9,10,Female,Tier 3,Store,212682
36,143713,7.5,13,2.7,1,4,35,17,26601,99897,3,7,1,2,10,4,7,3,4,5,7,Other,Tier 2,Store,126498
37,212345,4.5,13,0.2,1,7,7,1,86141,51823,3,6,3,2,10,3,4,5,6,10,6,Other,Tier 3,Store,137964
49,31619,5.6,11,3.0,8,8,35,16,11109,112436,5,2,3,1,9,2,10,3,10,8,2,Other,Tier 1,Store,123545
24,93006,4.5,13,2.2,2,5,42,9,143499,141660,10,1,1,3,2,4,10,7,5,2,8,Other,Tier 2,Store,285159
69,233980,2.5,2,3.3,4,10,24,15,47819,93622,4,7,4,6,9,8,10,6,8,10,1,Female,Tier 2,Store,141441
58,227725,6.1,3,1.6,3,1,39,6,32628,15809,10,3,6,4,4,1,2,4,7,7,3,Other,Tier 3,Hybrid,48437
50,29779,8.1,1,3.1,5,9,43,13,47960,99008,10,7,5,6,7,2,7,4,3,5,2,Male,Tier 3,Store,146968
57,197112,6.2,6,2.8,2,8,30,19,81589,74759,9,1,2,2,5,2,8,8,7,1,5,Male,Tier 1,Store,156348
56,240902,7.8,12,1.0,6,1,3,14,96291,88918,1,7,3,5,7,5,1,3,8,1,5,Other,Tier 3,Store,185209
35,202397,3.8,6,1.3,8,9,38,9,84648,116199,9,7,4,10,4,2,10,2,2,7,9,Female,Tier 2,Store,200847
57,36630,4.5,3,4.1,5,5,44,7,123641,125988,8,9,5,2,9,9,6,4,9,5,4,Male,Tier 1,Store,249629
18,120575,3.4,3,3.7,7,8,42,1,146817,87526,6,5,2,3,8,1,4,9,2,3,8,Male,Tier 3,Store,234343
28,130436,6.7,7,0.3,5,10,9,16,37098,147240,9,6,1,2,2,9,9,5,2,2,10,Female,Tier 3,Store,184338
45,158250,5.4,1,1.9,6,10,26,8,72241,924,6,6,4,7,4,7,7,6,2,4,9,Other,Tier 2,Online,73165
74,166007,5.3,5,2.9,9,2,40,8,140823,111294,7,2,2,6,6,10,5,7,3,2,3,Male,Tier 1,Store,252117
42,193330,7.3,13,3.2,10,7,37,14,116750,79546,4,0,7,3,1,9,6,4,8,10,5,Other,Tier 1,Store,196296
67,37784,5.1,3,2.9,1,9,16,12,22647,59711,6,7,7,6,7,7,5,1,10,9,9,Other,Tier 2,Store,82358
40,209794,8.2,5,3.0,10,7,44,8,125179,140087,3,5,1,3,6,9,9,8,5,10,10,Other,Tier 3,Store,265266
48,169099,6.5,11,2.0,9,9,37,3,14801,8970,5,5,2,7,3,5,9,2,5,1,9,Other,Tier 3,Online,23771
47,242616,5.3,14,2.7,3,4,24,8,75470,120099,10,6,1,4,3,5,10,1,7,10,4,Female,Tier 1,Store,195569
59,203925,2.9,4,1.2,10,5,16,8,45488,130223,4,9,7,7,1,10,8,2,10,5,4,Male,Tier 2,Store,175711
52,127167,7.3,6,2.0,3,7,12,14,63903,59445,4,8,6,10,4,1,7,4,4,8,3,Male,Tier 2,Store,123348
24,82359,6.6,12,0.0,4,1,20,10,136310,87242,2,6,1,4,9,5,5,9,4,7,3,Male,Tier 1,Store,223552
77,218460,6.7,9,1.1,8,2,14,12,101540,124326,6,2,7,9,4,7,8,4,6,3,6,Female,Tier 2,Store,225866
33,93608,6.7,2,1.4,1,2,47,16,56409,78185,3,7,5,5,9,8,3,3,7,2,4,Female,Tier 1,Store,134594
43,222741,4.9,10,1.4,4,10,23,0,77002,139744,7,6,6,10,8,1,10,4,5,10,10,Other,Tier 3,Store,216746
65,30111,5.7,8,3.4,7,9,6,2,118086,83304,9,4,4,8,6,2,10,8,7,10,6,Female,Tier 3,Store,201390
74,178384,5.1,14,0.5,3,3,44,2,54060,143441,1,6,7,8,3,8,1,1,3,9,9,Other,Tier 1,Store,197501
69,39161,8.5,13,1.7,7,9,37,14,110181,83802,6,8,3,7,1,3,2,1,8,3,2,Other,Tier 2,Store,193983
77,133920,5.4,2,3.3,5,1,39,4,135582,18503,7,6,5,10,7,1,9,2,1,10,9,Female,Tier 1,Hybrid,154085
66,119823,4.8,4,0.8,10,3,21,3,81701,96067,9,9,3,4,9,9,2,5,2,2,8,Male,Tier 3,Store,177768
19,140014,8.6,9,4.1,9,10,41,0,91426,1124,4,4,5,9,10,9,7,7,9,10,9,Male,Tier 1,Online,92550
18,145466,8.4,4,2.7,8,2,9,3,51755,57042,7,9,1,5,9,8,2,2,10,10,6,Other,Tier 1,Store,108797
65,82313,6.5,7,3.4,3,2,32,7,8836,39981,8,5,5,1,8,2,5,7,4,3,5,Other,Tier 3,Store,48817
79,196446,5.7,11,1.3,4,1,11,6,81424,79757,6,6,7,4,3,4,2,5,6,8,6,Male,Tier 1,Store,161181
29,170086,5.2,5,1.5,7,6,7,0,113195,17196,5,2,1,10,4,4,5,5,1,10,3,Female,Tier 2,Hybrid,130391
22,95308,5.9,13,2.3,2,5,39,4,34523,9632,2,4,4,4,7,4,9,4,10,8,9,Other,Tier 2,Online,44155
54,61389,4.3,2,3.6,10,5,21,12,80291,51945,1,8,2,5,1,6,4,9,9,9,9,Female,Tier 2,Store,132236
49,164233,7.0,8,3.5,6,9,38,11,15349,91360,3,0,1,5,2,5,3,6,2,4,4,Female,Tier 3,Store,106709
76,122800,9.3,11,3.0,9,6,38,7,98068,140888,8,5,3,4,8,4,2,6,10,1,10,Female,Tier 1,Store,238956
72,153562,7.1,10,2.2,9,9,46,16,20522,5129,5,7,7,8,10,7,6,3,8,4,3,Other,Tier 1,Online,25651
26,134547,3.8,10,1.5,6,4,43,1,10514,84237,10,3,1,6,3,7,5,9,4,5,8,Male,Tier 3,Store,94751
58,39502,6.9,2,3.9,6,7,15,17,30221,143012,5,0,1,3,8,8,9,2,9,8,10,Female,Tier 1,Store,173233
52,50757,6.4,3,2.0,6,4,47,8,1247,79671,9,0,7,9,5,3,5,4,10,9,10,Male,Tier 1,Store,80918
36,56111,6.9,10,0.5,10,1,33,8,93395,6905,9,2,3,10,6,3,6,4,10,1,9,Female,Tier 2,Online,100300
65,113273,4.4,7,1.3,6,4,45,12,114468,106476,9,9,1,4,1,5,2,5,10,3,3,Other,Tier 3,Store,220944
33,229317,6.0,5,1.6,3,2,15,17,132911,113334,8,4,1,1,2,4,9,10,4,4,7,Female,Tier 2,Store,246245
20,73645,7.8,10,2.1,4,5,13,16,9509,68103,10,3,3,4,8,10,9,7,1,3,1,Female,Tier 1,Store,77612
37,125218,3.9,11,2.4,6,2,5,6,41581,56047,8,8,2,10,3,2,4,5,2,8,5,Male,Tier 1,Store,97628
41,74055,5.1,3,0.7,10,2,49,6,8367,132323,2,3,4,7,2,4,9,10,4,5,3,Male,Tier 3,Store,140690
71,134815,5.4,12,1.9,1,4,9,18,35176,122212,2,2,1,4,7,4,2,4,2,2,2,Female,Tier 2,Store,157388
73,155070,8.0,2,2.0,1,7,23,1,120994,52921,5,9,1,9,8,10,10,5,6,7,4,Female,Tier 2,Store,173915
50,174978,8.3,11,2.2,7,3,26,15,45557,74867,6,7,7,6,10,10,4,7,6,8,5,Male,Tier 3,Store,120424
41,116026,2.2,6,1.5,1,7,46,1,21995,91551,5,8,2,3,4,2,7,6,6,6,7,Other,Tier 3,Store,113546
69,85192,8.0,10,5.7,5,9,49,14,73168,123916,8,8,2,1,1,9,4,2,4,8,6,Female,Tier 1,Store,197084
28,196549,8.4,1,2.0,10,3,8,15,66342,21220,1,6,4,8,8,4,6,9,4,1,4,Female,Tier 3,Store,87562
66,182973,8.2,8,1.7,8,4,47,15,124957,21378,6,3,7,3,2,9,2,10,1,10,9,Male,Tier 2,Store,146335
25,237343,4.9,5,1.1,6,1,15,5,120077,106585,10,8,7,9,2,2,10,1,8,7,5,Male,Tier 1,Store,226662
53,67021,5.5,5,3.5,3,7,1,10,5545,76174,10,1,1,6,10,10,8,7,7,4,9,Other,Tier 2,Store,81719
55,44092,2.9,14,0.1,2,1,30,8,10813,72664,5,5,4,9,5,6,7,5,1,10,5,Other,Tier 3,Store,83477
57,147314,1.8,2,0.2,2,3,46,17,52788,35085,2,9,2,4,3,4,6,4,1,2,1,Female,Tier 1,Store,87873
37,121843,5.3,7,2.5,4,9,18,5,28343,80893,8,0,2,4,10,6,4,1,5,8,9,Other,Tier 1,Store,109236
79,147903,6.2,5,3.1,9,5,10,3,106282,23990,7,2,1,1,4,9,2,2,8,7,4,Male,Tier 3,Online,130272
52,65721,6.4,8,2.4,9,10,21,17,91379,81114,10,6,6,4,10,10,5,10,7,3,2,Male,Tier 3,Store,172493
65,43511,7.6,5,5.1,1,10,28,1,54084,125392,5,7,3,4,5,2,5,2,3,5,9,Female,Tier 1,Store,179476
79,87782,12.0,9,1.8,5,2,30,12,36654,115000,2,6,5,1,5,7,8,9,1,6,3,Other,Tier 3,Store,151654
42,112003,5.2,5,2.1,9,9,7,0,19399,66542,2,9,2,4,8,10,2,2,2,2,4,Male,Tier 1,Store,85941
52,164374,3.9,13,2.4,4,6,9,8,27674,49080,1,4,1,2,10,5,6,9,7,1,4,Male,Tier 1,Store,76754
42,70568,7.1,3,2.6,7,9,5,13,72031,26643,8,9,3,2,5,3,4,3,3,4,10,Male,Tier 2,Store,98674
46,149304,6.4,13,2.3,6,4,30,3,147473,36415,6,1,6,3,6,9,4,8,7,2,3,Female,Tier 3,Store,183888
35,117062,4.9,2,2.3,4,6,34,3,116153,134234,2,4,4,1,10,8,7,3,4,3,10,Male,Tier 2,Store,250387
63,119301,7.8,5,0.8,10,7,49,19,115320,114455,6,6,4,9,2,3,1,6,2,1,10,Female,Tier 2,Store,229775
35,66507,4.4,10,3.4,7,6,39,14,133527,19626,4,5,4,5,1,2,5,9,4,3,1,Other,Tier 1,Store,153153
19,139277,5.7,13,3.8,7,4,28,14,49534,85305,3,0,3,1,6,1,7,8,5,4,4,Female,Tier 3,Store,134839
71,144999,5.9,10,1.9,2,8,20,12,5469,133727,9,8,5,2,4,10,6,7,10,4,5,Female,Tier 2,Store,139196
52,222580,4.1,5,2.4,7,6,40,13,95114,18816,3,5,3,4,1,7,5,3,5,4,2,Female,Tier 2,Online,113930
33,115128,2.6,6,4.5,9,2,4,0,60790,23205,8,2,3,10,7,2,10,5,6,8,3,Male,Tier 3,Store,83995
78,25683,6.4,2,1.5,6,6,4,0,15333,63698,10,2,2,1,6,5,4,3,10,2,1,Male,Tier 3,Store,79031
58,38664,8.7,5,2.8,6,1,23,0,78253,14589,8,5,6,4,10,4,10,4,10,10,2,Other,Tier 3,Online,92842
